舰船名,别名,启用,稀有度@zh（类型：exact）,稀有度@en（类型：exact）,阵营@zh（类型：exact）,阵营@en（类型：exact）,舰种@zh（类型：exact）,舰种@en（类型：exact）,舰级@zh（类型：exact）,舰级@en（类型：exact）,建造时间@zh（类型：ordered）,实装活动@zh（类型：ordered）,实装活动@en（类型：ordered）
群白之心,White Heart,是,超稀有,Super Rare,海王星,Neptunia,驱逐,DD,无舰级,No Class,02:26:00,2018-02-06 异次元的访客,2018-02-06 Visitors from Another Dimension
翡绿之心,Green Heart,是,超稀有,Super Rare,海王星,Neptunia,航母,CV,无舰级,No Class,02:47:00,2018-02-06 异次元的访客,2018-02-06 Visitors from Another Dimension
绊爱,Kizuna、Kizuna AI,是,精锐,Elite,KizunaAI,Kizuna AI,驱逐,DD,无舰级,No Class,无法建造,2019-04-26 虚拟链接的共时性,2019-04-26 Virtual Connection Synchronicity
绊爱·Elegant,Kizuna·Elegant、Elegant Kizuna AI,是,超稀有,Super Rare,KizunaAI,Kizuna AI,重巡,CA,无舰级,No Class,01:55:00,2019-04-26 虚拟链接的共时性,2019-04-26 Virtual Connection Synchronicity
绊爱·Anniversary,Kizuna·Anniversary、Anniversary Kizuna AI,是,超稀有,Super Rare,KizunaAI,Kizuna AI,航母,CV,无舰级,No Class,04:30:00,2019-04-26 虚拟链接的共时性,2019-04-26 Virtual Connection Synchronicity
绊爱·SuperGamer,Kizuna·SuperGamer、Super Gamer Kizuna AI,是,超稀有,Super Rare,KizunaAI,Kizuna AI,战列,BB,无舰级,No Class,04:50:00,2019-04-26 虚拟链接的共时性,2019-04-26 Virtual Connection Synchronicity
白上吹雪,Shirakami Fubuki,是,超稀有,Super Rare,Hololive,Hololive,驱逐,DD,无舰级,No Class,00:17:30,2019-11-27 虚拟与真实的双向镜,2019-11-27 Looking Glass of Fact and Fiction
时乃空,Tokino Sora,是,超稀有,Super Rare,Hololive,Hololive,航母,CV,无舰级,No Class,01:25:00,2019-11-27 虚拟与真实的双向镜,2019-11-27 Looking Glass of Fact and Fiction
湊阿库娅,Minato Aqua,是,超稀有,Super Rare,Hololive,Hololive,潜艇,SS,无舰级,No Class,00:20:00,2019-11-27 虚拟与真实的双向镜,2019-11-27 Looking Glass of Fact and Fiction
夏色祭,Natsuiro Matsuri,是,精锐,Elite,Hololive,Hololive,驱逐,DD,无舰级,No Class,00:12:00,2019-11-27 虚拟与真实的双向镜,2019-11-27 Looking Glass of Fact and Fiction
百鬼绫目,Nakiri Ayame,是,精锐,Elite,Hololive,Hololive,重巡,CA,无舰级,No Class,03:22:00,2019-11-27 虚拟与真实的双向镜,2019-11-27 Looking Glass of Fact and Fiction
紫咲诗音,Murasaki Shion,是,精锐,Elite,Hololive,Hololive,轻航,CVL,无舰级,No Class,无法建造,2019-11-27 虚拟与真实的双向镜,2019-11-27 Looking Glass of Fact and Fiction
大神澪,Ōkami Mio、Ookami Mio,是,精锐,Elite,Hololive,Hololive,航母,CV,无舰级,No Class,无法建造,2019-11-27 虚拟与真实的双向镜,2019-11-27 Looking Glass of Fact and Fiction
玛莉萝丝,Marie Rose,是,超稀有,Super Rare,维纳斯假期,Venus Vacation,驱逐,DD,无舰级,No Class,02:40:06,2020-11-26 假日航线,2020-11-26 Vacation Lane
穗香,Honoka,是,超稀有,Super Rare,维纳斯假期,Venus Vacation,战列,BB,无舰级,No Class,02:35:25,2020-11-26 假日航线,2020-11-26 Vacation Lane
霞DOA,Kasumi、Kasumi (Venus Vacation),是,超稀有,Super Rare,维纳斯假期,Venus Vacation,重巡,CA,无舰级,No Class,02:33:43,2020-11-26 假日航线,2020-11-26 Vacation Lane
海咲,Misaki,是,超稀有,Super Rare,维纳斯假期,Venus Vacation,轻巡,CL,无舰级,No Class,02:41:47,2020-11-26 假日航线,2020-11-26 Vacation Lane
凪咲,Nagisa,是,精锐,Elite,维纳斯假期,Venus Vacation,战列,BB,无舰级,No Class,02:38:25,2020-11-26 假日航线,2020-11-26 Vacation Lane
女天狗,Nyotengu,是,精锐,Elite,维纳斯假期,Venus Vacation,航母,CV,无舰级,No Class,无法建造,2020-11-26 假日航线,2020-11-26 Vacation Lane
莫妮卡,Monica,是,精锐,Elite,维纳斯假期,Venus Vacation,轻巡,CL,无舰级,No Class,02:31:40,2020-11-26 假日航线,2020-11-26 Vacation Lane
露娜,Luna,是,超稀有,Super Rare,维纳斯假期,Venus Vacation,轻航,CVL,无舰级,No Class,03:03:36,2023-04-27 假日航线·再现,2023-04-27 Vacation Lane Rerun
环,Tamaki,是,超稀有,Super Rare,维纳斯假期,Venus Vacation,战巡,BC,无舰级,No Class,02:44:00,2023-04-27 假日航线·再现,2023-04-27 Vacation Lane Rerun
天海春香,Haruka Amami,是,超稀有,Super Rare,偶像大师,The Idolmaster,轻巡,CL,无舰级,No Class,01:07:10,2021-07-22 响彻碧海的偶像歌,2021-07-22 Azur Anthem
如月千早,Chihaya Kisaragi,是,超稀有,Super Rare,偶像大师,The Idolmaster,航母,CV,无舰级,No Class,06:15:00,2021-07-22 响彻碧海的偶像歌,2021-07-22 Azur Anthem
水濑伊织,Iori Minase,是,超稀有,Super Rare,偶像大师,The Idolmaster,战列,BB,无舰级,No Class,01:24:10,2021-07-22 响彻碧海的偶像歌,2021-07-22 Azur Anthem
三浦梓,Azusa Miura,是,超稀有,Super Rare,偶像大师,The Idolmaster,重巡,CA,无舰级,No Class,01:59:50,2021-07-22 响彻碧海的偶像歌,2021-07-22 Azur Anthem
秋月律子,Ritsuko Akizukii、Ritsuko Akizuki,是,精锐,Elite,偶像大师,The Idolmaster,运输,AE,无舰级,No Class,无法建造,2021-07-22 响彻碧海的偶像歌,2021-07-22 Azur Anthem
双海亚美,Ami Futami,是,精锐,Elite,偶像大师,The Idolmaster,潜艇,SS,无舰级,No Class,00:08:42,2021-07-22 响彻碧海的偶像歌,2021-07-22 Azur Anthem
双海真美,Mami Futami,是,精锐,Elite,偶像大师,The Idolmaster,潜艇,SS,无舰级,No Class,00:08:42,2021-07-22 响彻碧海的偶像歌,2021-07-22 Azur Anthem
宝多六花,Takarada Rikka、Rikka Takarada,是,超稀有,Super Rare,SSSS,SSSS,轻巡,CL,无舰级,No Class,00:35:30,2021-11-25 交汇世界的弧光,2021-11-25 World-Spanning Arclight
新条茜,Shinjou Akane、Akane Shinjo,是,超稀有,Super Rare,SSSS,SSSS,战列,BB,无舰级,No Class,01:25:02,2021-11-25 交汇世界的弧光,2021-11-25 World-Spanning Arclight
莲SSSS,Hass,是,精锐,Elite,SSSS,SSSS,轻巡,CL,无舰级,No Class,00:38:45,2021-11-25 交汇世界的弧光,2021-11-25 World-Spanning Arclight
奈美子,Namiko,是,精锐,Elite,SSSS,SSSS,重巡,CA,无舰级,No Class,01:01:49,2021-11-25 交汇世界的弧光,2021-11-25 World-Spanning Arclight
南梦芽,Yume Minami,是,超稀有,Super Rare,SSSS,SSSS,重巡,CA,无舰级,No Class,01:04:11,2021-11-25 交汇世界的弧光,2021-11-25 World-Spanning Arclight
飞鸟川千濑,Asukagawa Chise、Chise Asukagawa,是,超稀有,Super Rare,SSSS,SSSS,航母,CV,无舰级,No Class,01:37:42,2021-11-25 交汇世界的弧光,2021-11-25 World-Spanning Arclight
貉SSSS,Mujina,是,精锐,Elite,SSSS,SSSS,战列,BB,无舰级,No Class,无法建造,2021-11-25 交汇世界的弧光,2021-11-25 World-Spanning Arclight
第二代,The 2nd,是,超稀有,Super Rare,SSSS,SSSS,航战,BBV,无舰级,No Class,06:15:09,2023-07-20 交汇世界的弧光·再现,2023-07-20 World-Spanning Arclight Rerun
公主,Princess Hime,是,超稀有,Super Rare,SSSS,SSSS,运输,AE,无舰级,No Class,01:31:40,2023-07-20 交汇世界的弧光·再现,2023-07-20 World-Spanning Arclight Rerun
莱莎琳·斯托特,Reisalin Stout,是,超稀有,Super Rare,Atelier Ryza,Atelier Ryza,轻巡,CL,无舰级,No Class,01:16:00,2022-11-24 炼金术士与秘密遗迹群岛,2022-11-24 The Alchemist and the Archipelago of Secrets
科洛蒂娅·巴兰茨,Klaudia Valentz,是,超稀有,Super Rare,Atelier Ryza,Atelier Ryza,轻航,CVL,无舰级,No Class,02:23:00,2022-11-24 炼金术士与秘密遗迹群岛,2022-11-24 The Alchemist and the Archipelago of Secrets
帕特莉夏·阿贝尔海姆,Patricia Abelheim,是,超稀有,Super Rare,Atelier Ryza,Atelier Ryza,战列,BB,无舰级,No Class,06:15:00,2022-11-24 炼金术士与秘密遗迹群岛,2022-11-24 The Alchemist and the Archipelago of Secrets
莉拉·德西亚斯,Lila Decyrus,是,精锐,Elite,Atelier Ryza,Atelier Ryza,重巡,CA,无舰级,No Class,01:30:00,2022-11-24 炼金术士与秘密遗迹群岛,2022-11-24 The Alchemist and the Archipelago of Secrets
赛莉·古劳斯,Serri Glaus,是,精锐,Elite,Atelier Ryza,Atelier Ryza,航母,CV,无舰级,No Class,04:20:00,2022-11-24 炼金术士与秘密遗迹群岛,2022-11-24 The Alchemist and the Archipelago of Secrets
卡菈·伊迪亚斯,Kala Ideas,是,超稀有,Super Rare,Atelier Ryza,Atelier Ryza,超巡,CB,无舰级,No Class,无法建造,2022-11-24 炼金术士与秘密遗迹群岛,2022-11-24 The Alchemist and the Archipelago of Secrets
飞鸟,Asuka,是,超稀有,Super Rare,闪乱神乐NL,Senran Kagura,轻巡,CL,无舰级,No Class,02:30:00,2023-11-23 苍闪忍法帖,2023-11-23 The Ninja Scrolls: Azur Flash
斑鸠,Ikaruga,是,超稀有,Super Rare,闪乱神乐NL,Senran Kagura,重巡,CA,无舰级,No Class,02:35:00,2023-11-23 苍闪忍法帖,2023-11-23 The Ninja Scrolls: Azur Flash
焰,Homura,是,超稀有,Super Rare,闪乱神乐NL,Senran Kagura,潜艇,SS,无舰级,No Class,无法建造,2023-11-23 苍闪忍法帖,2023-11-23 The Ninja Scrolls: Azur Flash
雪泉,Yumi,是,超稀有,Super Rare,闪乱神乐NL,Senran Kagura,航母,CV,无舰级,No Class,02:33:20,2023-11-23 苍闪忍法帖,2023-11-23 The Ninja Scrolls: Azur Flash
雪不归,Fubuki、Fubuki (Senran Kagura),是,超稀有,Super Rare,闪乱神乐NL,Senran Kagura,战列,BB,无舰级,No Class,02:38:20,2023-11-23 苍闪忍法帖,2023-11-23 The Ninja Scrolls: Azur Flash
紫,Murasaki,是,精锐,Elite,闪乱神乐NL,Senran Kagura,轻航,CVL,无舰级,No Class,无法建造,2023-11-23 苍闪忍法帖,2023-11-23 The Ninja Scrolls: Azur Flash
夕烧,Yūyaki,是,精锐,Elite,闪乱神乐NL,Senran Kagura,重巡,CA,无舰级,No Class,02:30:00,2023-11-23 苍闪忍法帖,2023-11-23 The Ninja Scrolls: Azur Flash
菈菈·撒塔琳·戴比路克,Lala Satalin Deviluke,是,超稀有,Super Rare,To LOVE-Ru,To Love Ru,重巡,CA,无舰级,No Class,02:28:00,2024-11-21 危险发明迫近中！,2024-11-21 Dangerous Inventions Incoming!
娜娜·阿丝达·戴比路克,Nana Astar Deviluke,是,超稀有,Super Rare,To LOVE-Ru,To Love Ru,驱逐,DD,无舰级,No Class,01:53:20,2024-11-21 危险发明迫近中！,2024-11-21 Dangerous Inventions Incoming!
梦梦·贝莉雅·戴比路克,Momo Belia Deviluke、Momo belia Deviluke,是,超稀有,Super Rare,To LOVE-Ru,To Love Ru,轻巡,CL,无舰级,No Class,02:10:02,无活动,No Event
金色暗影,Golden Darkness,是,超稀有,Super Rare,To LOVE-Ru,To Love Ru,战列,BB,无舰级,No Class,02:05:00,2024-11-21 危险发明迫近中！,2024-11-21 Dangerous Inventions Incoming!
西连寺春菜,Haruna Sairenji,是,精锐,Elite,To LOVE-Ru,To Love Ru,战巡,BC,无舰级,No Class,02:11:40,2024-11-21 危险发明迫近中！,2024-11-21 Dangerous Inventions Incoming!
古手川唯,Yui Kotegawa,是,精锐,Elite,To LOVE-Ru,To Love Ru,航母,CV,无舰级,No Class,无法建造,2024-11-21 危险发明迫近中！,2024-11-21 Dangerous Inventions Incoming!
BLACK★ROCK SHOOTER,,是,超稀有,Super Rare,BLACK★ROCK SHOOTER,BLACK★ROCK SHOOTER,战巡,BC,无舰级,No Class,无法建造,2025-06-05 幻影迷途者,2025-06-05 Illusory Drifters
DEAD MASTER,MASTER,是,超稀有,Super Rare,BLACK★ROCK SHOOTER,BLACK★ROCK SHOOTER,航母,CV,无舰级,No Class,无法建造,2025-06-05 幻影迷途者,2025-06-05 Illusory Drifters
优米雅·利斯菲尔德,Yumia Liessfeldt,是,超稀有,Super Rare,Atelier Yumia,Atelier Yumia,轻航,CVL,无舰级,No Class,02:23:00,2025-07-24 炼金术士与天际交汇之塔,2025-07-24 The Alchemist and the Tower of Horizons
艾菈·冯·杜勒,Isla von Duerer,是,超稀有,Super Rare,Atelier Yumia,Atelier Yumia,轻巡,CL,无舰级,No Class,01:16:00,2025-07-24 炼金术士与天际交汇之塔,2025-07-24 The Alchemist and the Tower of Horizons
妮娜·弗里德,Nina Friede,是,超稀有,Super Rare,Atelier Yumia,Atelier Yumia,战列,BB,无舰级,No Class,06:15:00,2025-07-24 炼金术士与天际交汇之塔,2025-07-24 The Alchemist and the Tower of Horizons
蕾妮雅,Lenja,是,超稀有,Super Rare,Atelier Yumia,Atelier Yumia,驱逐,DD,无舰级,No Class,00:25:50,2025-07-24 炼金术士与天际交汇之塔,2025-07-24 The Alchemist and the Tower of Horizons
赫斯缇雅,Hestia,是,超稀有,Super Rare,DanMachiV,Danmachi,维修,AR,无舰级,No Class,无法建造,2025-10-09 晴空下的邂逅,2025-10-09 An Encounter Beneath Clear Skies
琉·璃昂,Ryu Lion,是,超稀有,Super Rare,DanMachiV,Danmachi,轻巡,CL,无舰级,No Class,无法建造,2025-10-09 晴空下的邂逅,2025-10-09 An Encounter Beneath Clear Skies
